OBJECTID,NAME,state,coyote_year,coyote_year_recl,coyote_James,dif_betw_James_agencies,xcoord,ycoord,yr.since.coy.1980,yr.since.coy.1985,yr.since.coy.1990,yr.since.coy.1995,yr.since.coy.2000,yr.since.coy.2005,yr.since.coy.2010,yr.since.coy.2014,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2014,pop.growth.2005.2010,WHITE,BLACK,MED_AGE,Area_sqkm,Pop.dens.2010,BIO5_median,BIO6_median,BIO7_median,BIO12_median,BIO15_median,BIO17_median,altitude,snow_mean,OPEN_WATER.1992,LOW_INTENS.1992,high.developed.1992,DECIDUOUS_.1992,EVERGREEN.1992,MIXED_FORE.1992,SHRUBLAND.1992,grass.pastures.1992,ROW_CROPS.1992,WOODY_WETL.1992,HERBACEOUS_WETL.1992,water.2001,devel.21.22.2001,devel.23.24.2001,decidious.f.2001,evergreen.2001,mixed.f.2001,shrub.2001,grass.pastures.2001,crops.2001,woody.wetlands.2001,herbaceous.wetlands.2001,water.2006,devel.21.22.2006,devel.23.24.2006,decidious.f.2006,evergreen.2006,mixed.f.2006,shrub.2006,grass.pastures.2006,crop.2006,woody.wetlands.2006,herbaceous.wetlands.2006,tree.canopy_mean.2011,water.2011,decidious.f.2011,evergreen.2011,mixed.f.2011,shrub.2011,grass.pasture.2011,crops.2011,woody.wetl.2011,herbaceous.wetlands.2011,devel.21.22.2011,devel.23.24.2011,NPPmedian,NPPstdev,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
1882,Tioga,New York,1975,1975,1940,-35,-76.31,42.17,5,10,15,20,25,30,35,39,49812,50873,52337,52601,51838,51611,51049,49870,0.997812621,49556,375,42.5,1337.19,38.233,266,-102,369,931,17,174,383.2,64.87,0.84,1.44,0.53,32.68,2.69,33.51,0,24.2,3.2,0.06,0,0.82,5.19,0.26,33.5,7.13,20.33,1.13,23.58,6.02,1.49,0.54,0.821,5.189,0.26,33.498,7.13,20.335,1.132,23.577,6.018,1.489,0.542,50.125,0.842,33.176,7.056,20.265,1.477,23.572,6.03,1.478,0.556,5.185,0.318,993,67.57212473,625,727,736,718,610,505,586,806,838,933,841,853,802,917,969,749,788,800,872,1098,1316,1091,1014,1118,1202,1419,1625,1629,1809,1749,1555,1492,1580,1725,1693,1786,1941,2160,2000,1862,1381,1918,1762,2252,2260,2232,2963,2632,2680,2415,1931,1906,1870,1951,1812,1572,1759,1681,1718,1718,1260,1430,
2044,Adams,Ohio,1985,1985,1950,-35,-83.48,38.84,0,0,5,10,15,20,25,29,24328,24118,25371,26823,27317,28522,28550,28129,1.000196263,27882,87,39.6,1554.95,18.361,295,-67,362,1086,17,226,263.14,17.06,1.72,0.36,0.22,52.32,2.51,0.79,0,30.01,10.26,0.2,0.07,1.65,4.4,0.33,54.26,3.69,0.61,2.16,23.41,7.91,0.02,0.02,1.654,4.403,0.332,54.257,3.69,0.611,2.163,23.413,7.908,0.024,0.018,53.003,1.652,53.888,3.643,0.608,2.12,23.849,7.877,0.025,0.021,4.399,0.368,1237,192.8051382,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,211,292,322,285,340,404,499,478,514,520,656,674,792,851,756,841,701,800,900,1205,1237,1419,1619,1375,1716,1572,1529,1714,1550,1567,1679,1452,1396,1746,
2049,Auglaize,Ohio,1985,1985,1950,-35,-84.21,40.56,0,0,5,10,15,20,25,29,42554,43394,44585,46454,46186,46166,45939,45841,0.999014652,44959,132,40,1045.28,43.959,291,-91,381,901,21,164,283.04,43.86,0.79,1.23,0.96,7.96,0.02,0.01,0,11.99,75.1,0.04,0.03,0.89,8.57,1.04,6.67,0.01,0,0,6.14,75.06,0.06,0.15,0.889,8.573,1.037,6.67,0.009,0.002,0,6.142,75.062,0.058,0.15,7.682,0.898,6.657,0.009,0.002,0,6.076,74.928,0.06,0.148,8.631,1.179,840,16.21723594,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,62,76,77,73,74,132,164,176,179,162,144,180,199,174,120,107,169,177,203,235,298,259,232,296,328,353,299,355,295,308,355,256,301,315,
2054,Champaign,Ohio,1985,1985,1950,-35,-83.77,40.13,0,0,5,10,15,20,25,29,33649,34166,36019,37644,38941,39592,40025,39128,1.002177804,37986,892,39.6,1128.03,35.546,288,-86,375,961,21,179,342.02,39.58,0.33,0.85,0.38,9.51,0.09,0.01,0,15.56,71.1,0.16,0.1,0.42,6.71,0.37,9.69,0.09,0.01,0,9.62,71.67,0,0.12,0.422,6.705,0.373,9.688,0.095,0.008,0,9.619,71.675,0,0.116,12.617,0.449,9.661,0.095,0.008,0,9.644,71.578,0,0.111,6.704,0.45,864.833374,18.07921212,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,114,119,124,124,199,231,308,301,365,374,355,339,504,421,341,228,278,339,418,489,509,617,558,642,656,655,588,633,593,629,567,480,525,527,
2057,Clinton,Ohio,1985,1985,1950,-35,-83.81,39.41,0,0,5,10,15,20,25,29,34603,34021,35444,37643,40566,41775,41930,41835,1.000740972,39805,932,38.6,1115.17,37.698,289,-70,359,1039,19,212,313.02,32.19,0.44,1.18,0.84,9.44,0.12,0.01,0,22,64.14,0.13,0.02,0.45,6.86,0.71,11.42,0.08,2.82,0.02,5.73,70.51,0,0.01,0.447,6.859,0.713,11.417,0.082,2.822,0.022,5.735,70.506,0.003,0.012,12.049,0.476,11.211,0.088,2.778,0.023,5.909,70.098,0.003,0.012,6.968,1.017,870.833313,34.58389173,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,37,62,57,94,136,149,177,212,203,195,246,326,308,264,231,211,276,342,351,402,398,411,423,447,429,430,456,438,432,404,313,364,358,
2075,Hancock,Ohio,1985,1985,1950,-35,-83.66,41,0,0,5,10,15,20,25,29,64581,65763,65536,69158,71321,73585,74727,75337,1.003084803,69828,1158,38.4,1400.92,53.381,288,-87,375,889,22,163,248.69,46.32,0.54,1.68,1.15,5.96,0.04,0,0,13.45,75.02,0.65,0.01,0.58,9.43,1.37,5.91,0.04,0,0,2.02,79.07,0.07,0.2,0.58,9.435,1.373,5.907,0.038,0,0,2.015,79.071,0.072,0.204,6.574,0.577,5.88,0.036,0,0,1.989,78.531,0.08,0.206,9.632,1.754,803.833374,8.431866353,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,102,94,96,92,121,149,188,204,207,230,198,280,323,224,198,209,216,245,325,378,445,496,529,560,691,643,582,728,569,472,537,422,486,561,
2081,Holmes,Ohio,1985,1985,1950,-35,-81.92,40.56,0,0,5,10,15,20,25,29,29416,31065,32849,36326,39049,41630,42382,43898,1.003586954,41826,126,29.7,1130.22,37.485,281,-85,366,971,21,181,331.89,38.93,0.53,0.56,0.18,35.33,0.99,0.38,0,45.04,15.24,0.53,0.32,0.51,7.23,0.51,36.36,0.72,0,0.03,26.38,26.96,0.49,0.03,0.508,7.229,0.506,36.364,0.722,0.003,0.029,26.384,26.957,0.491,0.033,34.529,0.491,36.217,0.727,0.003,0.029,26.374,26.879,0.492,0.042,7.219,0.572,923.166626,66.12154399,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,489,486,496,476,476,563,615,676,673,769,796,756,997,939,866,811,830,987,1264,1460,1812,1741,1780,1871,2075,1902,1907,1954,1790,1544,1577,1347,1380,1494,
2098,Miami,Ohio,1985,1985,1950,-35,-84.22,40.05,0,0,5,10,15,20,25,29,90381,90014,93184,96629,99015,101564,102461,103900,1.001760167,96722,2084,40.7,1053.66,97.286,293,-81,373,951,20,183,288.49,35.5,0.48,2.67,1.34,8,0.06,0.01,0,13.31,71.38,0.2,0.02,0.63,11.01,1.86,7.05,0.05,0.02,0,7.39,70.14,0.02,0.36,0.635,11.006,1.857,7.053,0.054,0.018,0,7.387,70.136,0.021,0.359,10.092,0.64,7.017,0.055,0.018,0,7.238,69.417,0.021,0.355,11.559,2.192,855.166626,21.70268099,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,47,41,65,62,100,120,144,176,182,206,190,196,255,216,188,139,153,190,211,267,274,289,326,279,307,319,325,346,343,343,362,309,345,346,
2124,Van Wert,Ohio,1985,1985,1950,-35,-84.58,40.85,0,0,5,10,15,20,25,29,30458,30332,30464,30252,29627,29264,28698,28462,0.996101487,27762,250,40.3,1068.25,26.908,294,-94,388,882,21,163,238.53,45.75,0.18,0.82,0.45,3.46,0.02,0,0,6.98,86,0.45,0.01,0.16,7.91,0.59,2.83,0,0,0,1.15,85.72,0.04,0.07,0.156,7.912,0.593,2.827,0.005,0,0,1.152,85.723,0.044,0.072,3.257,0.202,2.823,0.005,0,0,1.148,85.504,0.044,0.073,7.96,0.702,793,7.739509818,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,24,26,37,28,57,79,95,114,91,109,103,142,129,112,86,90,99,90,123,162,181,210,142,209,266,251,267,274,285,230,223,161,212,226,
2108,Pickaway,Ohio,1956,1960,1920,-36,-83.02,39.63,24,29,34,39,44,49,54,58,43662,45305,48248,52253,52808,52954,55803,56876,1.01053592,52655,1881,38.3,1321.67,42.142,293,-71,365,972,20,189,236.68,29.75,0.97,0.96,0.53,7.75,0.1,0.02,0,23.22,64.39,0.1,0.07,1.33,6.27,0.66,7.66,0.1,0.69,0.01,8.65,73.36,0.1,0.07,1.334,6.271,0.656,7.658,0.103,0.687,0.013,8.649,73.361,0.101,0.072,7.825,1.301,7.553,0.114,0.684,0.019,8.777,72.983,0.097,0.142,6.39,0.821,863.333374,24.95507846,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,118,117,152,153,207,240,262,240,275,309,297,380,446,445,341,301,275,325,383,473,489,533,432,488,536,528,435,526,471,454,452,323,333,376,
2071,Geauga,Ohio,1978,1980,1940,-38,-81.17,41.5,2,7,12,17,22,27,32,36,74474,75562,81087,84815,91179,93614,93408,94295,0.999559507,90514,1198,43.1,1012.36,92.249,271,-92,362,1040,15,203,358.31,60.28,2.03,2.71,0.55,51.93,1.67,0.59,0,22.53,9.37,5.48,1.98,2.15,15.36,0.79,46.32,0.73,0.06,0.2,15.16,16.61,1.87,0.11,2.149,15.364,0.789,46.325,0.732,0.061,0.198,15.162,16.606,1.871,0.107,47.168,2.145,45.522,0.752,0.06,0.448,15.166,16.365,1.859,0.145,15.854,0.939,1239.333374,95.32396995,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,95,107,111,153,167,192,254,298,342,399,431,457,522,610,548,451,443,578,644,670,811,767,805,793,895,865,981,840,808,832,623,617,623,751,
1990,Yancey,North Carolina,1990,1990,1950,-40,-82.31,35.89,0,0,0,5,10,15,20,24,14934,15351,15419,16574,17768,17757,17794,17614,1.00041639,16967,145,45.5,808.26,22.045,262,-60,322,1373,10,306,1038.93,10.1,0.08,0.76,0.31,53.52,15.44,24.5,0,3.43,0.59,0.06,0.01,0.02,5.54,0.11,78.75,3.44,2.09,0.72,8.14,0.1,0.06,0,0.024,5.545,0.109,78.747,3.442,2.095,0.718,8.144,0.098,0.057,0,83.709,0.024,78.672,3.492,2.092,0.711,8.132,0.098,0.056,0.002,5.532,0.164,1521.166748,24.70966502,,,,,,,,,,,,,,,,,,,,,,,144,109,146,133,141,155,157,156,174,168,146,240,258,255,313,292,322,319,326,353,280,322,302,373,309,307,403,360,422,461,509,552,518,537,450,598,589,567,488,815,
2050,Belmont,Ohio,1980,1980,1940,-40,-80.99,40.01,0,5,10,15,20,25,30,34,82569,77482,71074,70049,70172,70203,70319,69461,1.000330252,66206,2834,43.4,1396.53,50.411,282,-82,364,1037,18,206,343.52,26,1.59,2.28,0.82,40.42,10.79,3.76,0,35.28,3.49,0.1,0.18,1.3,8.42,0.87,57.78,0.77,0.01,0.08,23.91,5.83,0.1,0.03,1.296,8.416,0.868,57.781,0.767,0.009,0.08,23.911,5.834,0.098,0.033,49.629,1.257,56.431,0.748,0.009,0.141,24.571,5.75,0.095,0.038,8.436,0.968,1194.833252,144.7840786,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,470,637,564,491,568,769,898,966,958,1106,1127,1238,1297,1322,1174,1287,1155,1366,1705,1911,2136,1966,2098,2012,2375,2031,2191,2315,1987,1782,1791,1500,1329,1458,
2052,Butler,Ohio,1980,1980,1940,-40,-84.57,39.44,0,5,10,15,20,25,30,34,258787,270444,291479,318290,333368,350732,368630,374158,1.010003914,316667,26972,36,1232.05,298.795,299,-74,374,1036,18,208,235.78,24.54,0.88,9.65,4.72,19.65,0.43,0.04,0,26.32,35.14,0.08,0.11,1.07,25.63,6.05,17.82,0.62,0.17,0.39,25.51,20.86,0.04,0.1,1.072,25.63,6.053,17.816,0.623,0.17,0.389,25.515,20.859,0.044,0.102,20.538,1.094,17.487,0.62,0.169,0.399,24.452,20.197,0.044,0.114,26.714,6.967,911.666626,10.07961737,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,41,48,83,98,128,154,232,250,270,312,336,341,397,391,332,295,280,381,369,441,504,530,506,593,680,666,572,681,651,649,623,556,539,617,
2068,Franklin,Ohio,1980,1980,1940,-40,-83.01,39.96,0,5,10,15,20,25,30,34,869126,902756,961437,1026057,1072018,1105497,1165897,1231393,1.010695945,805617,247225,33.5,1457.64,798.149,293,-77,370,956,20,184,257.23,28.58,1.47,17.01,15.07,14.51,0.41,0.1,0,13.21,30.32,0.41,0.2,1.52,37.45,19.66,10.16,0.1,0.02,0.08,6.72,22.45,0.22,0.03,1.517,37.453,19.659,10.164,0.098,0.017,0.078,6.722,22.451,0.217,0.029,14.603,1.626,9.344,0.092,0.019,0.055,5.872,20.245,0.202,0.028,38.645,22.319,884.833374,601.3546516,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,49,61,61,77,91,113,178,139,175,173,146,194,248,256,233,213,246,254,291,330,331,379,291,316,356,325,362,374,342,334,346,303,314,310,
2085,Knox,Ohio,1980,1980,1940,-40,-82.42,40.4,0,5,10,15,20,25,30,34,46304,46675,47473,51094,54616,58641,60988,61167,1.007879484,58933,496,38.1,1414.64,43.065,283,-94,376,1008,21,188,339.43,41.65,0.72,0.84,0.29,32.33,0.94,0.23,0,30.31,32.58,0.35,0.11,0.76,8.29,0.45,33.55,0.74,0.01,0.27,17.65,37.16,0.22,0,0.757,8.294,0.448,33.549,0.738,0.006,0.27,17.654,37.163,0.224,0.004,29.953,0.782,33.437,0.733,0.006,0.264,17.643,37.218,0.224,0.008,8.292,0.487,957.666687,130.1037912,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,537,620,611,596,685,775,939,580,875,947,885,1051,1284,1235,1167,1063,1045,1215,1333,1981,2077,2109,2174,2198,2368,2221,2212,2317,1942,1762,1841,1588,1625,1783,
2088,Licking,Ohio,1980,1980,1940,-40,-82.48,40.09,0,5,10,15,20,25,30,34,120981,124394,128300,136880,146268,157950,166701,169390,1.010843016,155190,5701,39,1796.99,92.65,288,-86,374,1017,20,194,312.15,36.02,0.59,2.13,1.17,33.9,1.11,0.25,0,28.48,30.03,0.44,0.06,0.67,9.92,1.38,35.3,0.74,0.01,0.25,17.92,32.64,0.24,0.01,0.666,9.918,1.381,35.298,0.743,0.008,0.247,17.924,32.642,0.238,0.009,30.805,0.678,34.965,0.743,0.008,0.237,17.724,32.409,0.235,0.009,10.378,1.646,911.5,97.75908665,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,577,594,669,605,712,883,1011,855,892,999,1071,1192,1498,1448,1323,1250,1261,1771,1931,2146,2227,2484,2333,2567,2941,2758,2745,2952,2668,2591,2503,2048,2038,2090,
2113,Richland,Ohio,1980,1980,1940,-40,-82.53,40.77,0,5,10,15,20,25,30,34,131205,128181,126137,128217,128853,127724,124177,121942,0.99438309,108870,11709,40.9,1297.5,95.934,278,-92,370,976,22,176,365.58,48.65,0.74,3.08,1.86,30.38,1.45,0.23,0,24.27,34.71,1.21,0.42,0.81,11.8,1.98,32.69,1.13,0.01,0.12,13.53,36.48,0.52,0.02,0.807,11.801,1.982,32.69,1.127,0.012,0.121,13.525,36.481,0.523,0.015,29.821,0.836,32.23,1.12,0.012,0.099,13.542,36.587,0.507,0.018,11.941,2.182,874.833374,36.0136703,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,275,312,274,299,310,389,365,400,474,464,521,588,695,702,620,544,516,622,786,879,896,1200,1446,1413,1525,1437,1441,1532,1488,1344,1302,1136,1227,1273,
2114,Ross,Ohio,1980,1980,1940,-40,-83.06,39.33,0,5,10,15,20,25,30,34,65004,67048,69330,72645,73507,75935,78090,77159,1.005612551,70835,4840,39.8,1822.12,42.842,293,-71,364,1014,19,201,256.74,21.79,0.91,0.89,0.59,42.89,0.6,0.21,0,29.49,23.13,0.06,0.07,0.75,5.76,0.82,45.46,0.9,0.03,1.13,16.03,27.89,0.03,0.01,0.753,5.76,0.824,45.462,0.903,0.034,1.132,16.034,27.885,0.032,0.01,42.017,0.753,44.819,0.72,0.028,1.19,16.481,27.914,0.03,0.016,5.88,0.967,1070.666626,150.8186806,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,401,484,528,508,637,750,840,863,937,1097,1243,1338,1491,1578,1521,1471,1394,1286,1561,1662,1626,1604,1653,1415,1875,1625,1581,1760,1592,1553,1536,1344,1306,1520,
2122,Tuscarawas,Ohio,1980,1980,1940,-40,-81.47,40.44,0,5,10,15,20,25,30,34,84614,84347,84090,88318,91043,92286,92542,92788,1.000554182,89393,719,40.9,1499.07,61.76,286,-82,367,972,20,186,309.76,32.66,1.61,2.52,0.96,50.08,2.04,1.14,0,26.46,12.79,0.51,0.59,1.37,9.41,1.4,52.9,0.96,0.01,0.08,17.82,14.52,0.67,0.06,1.374,9.413,1.398,52.901,0.959,0.005,0.083,17.821,14.52,0.668,0.059,46.024,1.333,51.679,0.938,0.004,0.082,18.315,14.324,0.663,0.078,9.468,1.58,1176,139.6860946,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,799,796,782,668,765,855,973,1033,1117,1256,1338,1368,1520,1610,1398,1151,1160,1366,1714,1959,2461,2316,2439,2401,2840,2585,2795,2830,2666,2401,2333,1925,1833,2055,
2127,Washington,Ohio,1980,1980,1940,-40,-81.5,39.45,0,5,10,15,20,25,30,34,64266,63835,62254,64047,63180,62547,61683,61213,0.997221885,59599,664,43,1639.43,37.683,292,-69,361,1020,16,209,254.06,16.73,1.66,1.05,0.73,49.54,8.93,2.87,0,28.86,5.02,0.07,0.03,1.46,8.6,0.63,63.47,1.63,0.05,0.19,17.87,5.36,0,0,1.455,8.603,0.628,63.47,1.628,0.048,0.187,17.867,5.358,0.003,0.001,58.645,1.436,63.396,1.619,0.048,0.299,17.785,5.358,0.003,0.003,8.501,0.766,1375.333374,112.1214748,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,810,944,981,817,963,1097,1340,1136,1137,1165,1343,1314,1611,1748,1455,1553,1533,1696,1799,1882,2202,2008,2250,1941,2326,1750,2032,1966,1645,1645,1579,1367,1311,1633,
1989,Yadkin,North Carolina,1994,1995,1950,-44,-80.66,36.15,0,0,0,1,6,11,16,20,28439,29352,30488,33555,36516,37591,38425,37792,1.00439837,34007,1192,41.4,868.18,44.237,309,-36,345,1187,9,263,294.85,6.48,0.4,2.16,1.23,31.14,14.23,11.04,0,28.73,9.37,0.21,0.05,0.32,8.84,0.38,37.54,4.24,1.45,2.41,43.46,0.56,0.18,0.01,0.318,8.84,0.385,37.541,4.245,1.451,2.408,43.455,0.556,0.182,0.006,49.903,0.965,36.76,4.49,1.41,3,42.551,0.65,0.216,0.021,8.854,0.458,1130.666626,79.85987794,,,,,,,,,,,,,,,,,,,,,,,59,45,51,76,72,113,88,92,120,111,131,188,207,259,326,400,512,601,659,733,717,663,684,733,623,715,634,835,651,686,796,626,705,759,692,722,651,697,752,729,
2048,Athens,Ohio,1985,1985,1940,-45,-82.04,39.33,0,0,5,10,15,20,25,29,56399,58208,59549,60881,62324,64075,64770,64713,1.002159982,59448,1774,26.6,1332.19,48.609,293,-75,367,1024,17,209,250.24,13.84,0.77,0.99,0.62,61.83,3.74,0.79,0,24.51,5.13,0.11,0.1,0.67,7.71,0.48,68.25,1.48,0.02,0.59,17.97,1.93,0.02,0.01,0.666,7.713,0.483,68.248,1.484,0.023,0.594,17.971,1.925,0.018,0.007,63.116,0.657,67.879,1.461,0.022,0.68,18.042,1.91,0.018,0.009,7.708,0.7,1387.666626,80.13312921,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,858,946,981,872,889,995,1204,918,1103,1137,1346,1334,1548,1677,1555,1771,1647,1939,1900,2082,2314,2188,1920,1792,2139,1874,2003,1979,1599,1731,1690,1525,1355,1859,
2060,Crawford,Ohio,1985,1985,1940,-45,-82.91,40.85,0,0,5,10,15,20,25,29,50075,48663,47870,47516,46827,45536,43718,42480,0.991884449,42556,378,41.8,1024.37,42.742,284,-87,371,941,22,175,310.25,47.82,0.27,1.51,0.75,10,0.12,0.01,0,18.28,67.47,0.19,0.16,0.28,8.79,0.97,8.86,0.08,0.49,0.01,3.48,75.74,0.05,0.06,0.284,8.792,0.967,8.86,0.081,0.49,0.014,3.479,75.74,0.048,0.059,9.735,0.302,8.819,0.081,0.491,0.014,3.469,75.449,0.049,0.076,8.95,1.105,822.5,19.2701752,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,96,79,66,74,91,120,144,138,152,158,173,217,240,264,216,146,198,231,271,314,335,436,421,427,504,425,471,542,481,424,457,370,421,491,
2061,Cuyahoga,Ohio,1985,1985,1940,-45,-81.65,41.42,0,0,5,10,15,20,25,29,1498400,1458564,1412140,1422616,1391959,1330612,1278208,1259828,0.991996224,814103,380198,40.2,1251.65,1022.748,280,-79,360,950,15,189,267.45,43.5,2.32,29.44,24.22,27.06,1.2,0.64,0,6.18,2.96,1.78,0.33,2.02,54.91,18.01,18.68,0.42,0.04,0.05,2.65,0.51,1.94,0.02,2.024,54.912,18.009,18.684,0.421,0.043,0.046,2.647,0.511,1.936,0.018,28.383,2.033,17.297,0.402,0.04,0.058,2.339,0.371,1.736,0.031,55.014,19.929,1044.833252,721.8055238,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,7,11,8,7,13,21,29,41,50,59,104,109,97,106,89,114,132,139,127,162,149,141,163,189,223,198,167,218,197,250,256,280,
2070,Gallia,Ohio,1985,1985,1940,-45,-82.32,38.82,0,0,5,10,15,20,25,29,30098,30307,30954,31307,31072,30993,30955,30397,0.999754663,29308,812,39.9,1242.98,24.887,300,-67,367,1057,16,222,224.57,11.54,1.3,0.4,0.39,51.31,8.77,2.08,0,29.05,4.7,0.02,0.08,1.14,7.01,0.45,56.03,3.2,0.11,0.7,22.67,7.32,0.08,0,1.144,7.01,0.454,56.03,3.201,0.108,0.701,22.67,7.32,0.083,0.002,55.726,1.124,55.469,2.956,0.104,0.815,23.305,7.247,0.083,0.012,6.978,0.543,1249.333252,121.6330632,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,499,600,677,661,700,798,848,919,1094,1291,1473,1601,1734,1707,1629,1748,1521,1820,1672,1817,1712,1573,1595,1566,1689,1464,1460,1501,1259,1265,1272,1144,1046,1299,
2072,Greene,Ohio,1985,1985,1940,-45,-83.89,39.69,0,0,5,10,15,20,25,29,129769,129898,136731,145481,148401,156223,161605,163820,1.006797119,139670,11681,37,1060.45,152.363,288,-72,363,996,19,194,297.3,31.58,0.29,5.78,2.55,11.06,0.24,0.04,0,20.3,55.65,0.18,0.06,0.48,17.82,2.16,9.27,0.17,1.98,0,11.03,55.41,0.02,0.24,0.484,17.823,2.164,9.266,0.168,1.977,0.001,11.028,55.405,0.017,0.24,16.473,0.492,9.164,0.164,1.955,0.003,10.935,54.738,0.017,0.239,18.058,2.687,881.333374,27.21404033,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,21,25,57,48,76,104,132,167,173,195,199,269,326,297,252,217,199,246,304,444,452,444,407,405,440,491,420,471,399,435,415,345,382,358,
2101,Morgan,Ohio,1985,1985,1940,-45,-81.85,39.62,0,0,5,10,15,20,25,29,14241,14107,14194,14794,14944,15216,15025,14843,0.997476784,14030,432,42.4,1090.23,13.808,289,-74,363,1018,18,202,273.99,18.34,1.43,0.27,0.15,58.32,3.7,0.81,0,28.61,5.55,0.03,0.09,1.04,6.55,0.16,64,1.95,0,0.96,21.48,2.73,0.03,0.01,1.038,6.548,0.161,64.004,1.952,0.004,0.962,21.482,2.732,0.034,0.013,59.27,0.979,63.929,1.939,0.006,1.043,21.519,2.788,0.034,0.013,6.532,0.184,1287.666748,63.79223309,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,588,642,704,640,657,738,888,673,722,779,922,1018,1069,1251,1205,1353,1331,1434,1301,1466,1636,1680,1581,1421,1624,1327,1414,1474,1401,1288,1350,1146,1056,1334,
2107,Perry,Ohio,1985,1985,1940,-45,-82.23,39.73,0,0,5,10,15,20,25,29,31032,31256,31557,33298,34099,35254,36058,35812,1.004520136,35290,93,38.5,1061.34,33.974,289,-84,373,1024,20,200,290.65,24.84,1.04,0.84,0.28,51.3,2.39,0.44,0,26.76,14.86,0.04,0.15,0.62,7.64,0.33,55.7,2.01,0,0.46,16.99,15.04,0.18,0.01,0.618,7.644,0.326,55.7,2.007,0.005,0.456,16.99,15.04,0.177,0.012,50.563,0.626,55.064,1.985,0.004,0.459,17.376,15.073,0.178,0.012,7.616,0.371,1146.666626,180.325733,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,543,621,695,570,653,675,659,681,735,786,959,1038,1288,1392,1268,1132,996,1077,1466,1604,1835,1810,1633,1669,1749,1523,1545,1568,1356,1284,1346,1040,1019,1306,
2119,Stark,Ohio,1985,1985,1940,-45,-81.36,40.81,0,0,5,10,15,20,25,29,378823,370383,367585,377034,378036,376050,375321,375736,0.999611985,333191,28537,41.2,1510.56,248.64,283,-82,365,955,18,184,336.08,42.35,1.7,11.78,4.63,23.05,0.98,0.76,0,33.5,20.26,1.31,0.51,1.21,25,5.43,23.76,0.53,0.03,0.03,19.78,22.64,0.8,0.06,1.207,25.002,5.428,23.76,0.531,0.026,0.028,19.776,22.644,0.796,0.058,24.769,1.216,22.925,0.519,0.029,0.042,19.579,22.135,0.79,0.077,25.363,6.118,893.333313,74.33110337,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,118,159,149,145,182,194,234,212,270,274,283,335,433,412,404,306,272,343,391,487,523,576,682,693,764,842,848,921,915,825,934,893,895,980,
1859,New York,New York,1995,1995,1940,-55,-73.95,40.8,0,0,0,0,5,10,15,19,1428285,1464286,1487536,1514184,1540547,1573573,1586698,1636268,1.00166264,911073,246687,36.5,58.99,26885.72,293,-44,337,1146,9,256,23.74,9.71,7.44,2.94,75.64,6.02,1.08,6.32,0,0.04,0,0,0,5.08,18.8,72.23,0.97,0.93,0.24,0.01,0.01,0,0.04,1.76,5.084,18.798,72.23,0.972,0.931,0.236,0.011,0.008,0,0.035,1.759,8.012,5.189,0.969,0.917,0.236,0.011,0.008,0,0.035,1.514,15.442,75.682,987.333374,275.5900437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
